id,title,grade,confidence,reason,repo,domain,proven_mentions,refuted_mentions,n6_constants,n6_keywords,min_error_pct,max_z,coincidence,file_lines
TECS-L:CRITEXP-001-six-critical-exponents,CRITEXP-001: 상전이 — 임계지수 6개 = P₁,🟩,0.55,green marker + proven,TECS-L,,1,0,1,0,,,0,50
TECS-L:CRITICALITY-factorial-reframe,Criticality Theorem: 3! = 6 Factorial Structure in Phase Transitions,🟩,0.75,zero error + proven,TECS-L,,1,0,9,35,0.0,,5,227
TECS-L:CRYPTO-001-hexagonal-lattice-A2,Hypothesis Review CRYPTO-001: A2 Hexagonal Lattice and Perfect Number Structure,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,44,,,1,216
TECS-L:CS-001-universal-tm-ipv6,CS-001: Universal Computation Threshold = P₁,🟧★,0.55,green+star markers,TECS-L,,0,0,2,3,,,0,39
TECS-L:DEEP-factorial-bridge-n2-sigma-tau,DEEP: Factorial Bridge — n² - σ(n) = τ(n)!,🟧★,0.6,error 0.04%,TECS-L,,0,0,10,99,0.045,,5,489
TECS-L:DEEP-mersenne-bootstrap-chain,DEEP: The Mersenne Bootstrap Chain,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,8,132,,,4,606
TECS-L:DEEP-sigma-phi-tau-28-geometry-topology,Deep Analysis: sigma(6)phi(6)+tau(6) = 28 and Geometric/Topological Exploration ,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,9,125,,,2,452
TECS-L:DFS-composition-sopfr-phi-omega,DFS Discovery: sopfr(phi(n)) = omega(n) is Unique to n=6,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,2,5,42,,,1,161
TECS-L:ECON-001-pareto-principle-divisor,ECON-001: 파레토 법칙 — 80/20 = τ(6)/sopfr(6),🟧,0.45,orange marker in text,TECS-L,,0,0,2,7,,,0,40
TECS-L:ECON-002-market-cycles,ECON-002: 경기 순환 — Kitchin 주기 ≈ τ(6) = 4년,🟧,0.45,orange marker in text,TECS-L,,0,0,3,2,,,0,38
TECS-L:ECON-003-six-market-sectors,ECON-003: 주식시장 — GICS 1단계 6→11 섹터,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,21
TECS-L:EM-001-electromagnetic-tensor,Hypothesis EM-001: Electromagnetic Field Tensor F_muv — 6 Independent Components,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,48,,,3,188
TECS-L:EMWAVE-001-020-electromagnetism-n6,"EMWAVE-001~020: Electromagnetism, Optics, and Wave Physics × Perfect Number 6",🟧★,0.75,Z=6sigma,TECS-L,,0,0,9,125,0.07,6.0,13,854
TECS-L:EVOL-001-mass-extinctions-six,EVOL-001: 대멸종 — Big 5 + 현재 = P₁ = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,43
TECS-L:EVOL-002-codon-64-genetic-code,EVOL-002: 유전 코드 — 코돈 공간 2^P₁ = 64,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,31
TECS-L:EVOL-003-dna-base-tau6,EVOL-003: DNA 염기 = τ(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,35
TECS-L:EVOL-004-telomere-repeat-6bp,EVOL-004: 텔로미어 반복 단위 = P₁ = 6 bp,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,43
TECS-L:EVOL-005-kingdom-classification,EVOL-005: 생물 분류 — 6계 = P₁,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,39
TECS-L:EVOL-006-hox-gene-clusters,EVOL-006: Hox 유전자 클러스터 — 포유류 4 = τ(6),🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,32
TECS-L:EVOL-007-carbon-basis-of-life,EVOL-007: 탄소 기반 생명 — 원소번호 P₁,🟧★,0.75,Z=14sigma,TECS-L,,1,0,2,0,,14.0,0,31
TECS-L:EVOL-008-amino-acid-20-tau-sopfr,EVOL-008: 표준 아미노산 20개 = τ(6) × sopfr(6),🟩,0.55,green marker + proven,TECS-L,,1,0,3,6,,,0,40
TECS-L:EVOL-009-vertebrate-body-plan,EVOL-009: 척추동물 체제 — P₁ 대칭,🟩,0.55,green marker + proven,TECS-L,,1,0,3,2,,,0,32
TECS-L:EVOL-010-mutation-rate-per-generation,EVOL-010: 돌연변이율 — ~1.2 × 10⁻⁸ per bp per generation,🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,1,1,,,0,38
TECS-L:EVOL-011-mitosis-six-phases,EVOL-011: Mitosis Phases = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,39
TECS-L:EVOL-012-cell-cycle-four-phases,EVOL-012: Cell Cycle Phases = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,3,6,,,0,40
TECS-L:EVOL-013-meiosis-two-divisions,EVOL-013: Meiosis Divisions = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,1,6,,,0,37
TECS-L:EVOL-014-meiosis-four-products,EVOL-014: Meiosis Products = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,5,,,0,34
TECS-L:EVOL-015-organelle-double-membrane,EVOL-015: Double-Membrane Organelles = phi(6) + 1 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,1,1,,,0,37
TECS-L:EVOL-016-lipid-bilayer-two-layers,EVOL-016: Lipid Bilayer = phi(6) = 2 Layers,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,37
TECS-L:EVOL-017-cytoskeleton-three-types,EVOL-017: Cytoskeleton Filament Types = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-018-cell-junctions-three-types,EVOL-018: Cell Junction Types = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-019-cell-signaling-three-stages,EVOL-019: Cell Signaling Stages = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,36
TECS-L:EVOL-020-centriole-triplet-microtubules,EVOL-020: Centriole Microtubule Triplets = P1/2 per Group,🟩,0.55,green marker + proven,TECS-L,,1,0,1,2,,,0,41
TECS-L:EVOL-021-autophagy-types-three,EVOL-021: Autophagy Types = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-022-apoptosis-pathways-two,EVOL-022: Apoptosis Pathways = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,36
TECS-L:EVOL-023-endocytosis-three-types,EVOL-023: Endocytosis Types = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,1,0,,,0,37
TECS-L:EVOL-024-rna-polymerase-three-types,EVOL-024: Eukaryotic RNA Polymerases = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,37
TECS-L:EVOL-025-cell-compartments-endomembrane,EVOL-025: Endomembrane System Components = P1 = 6,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,41
TECS-L:EVOL-026-rna-six-types,EVOL-026: Major RNA Types = P1 = 6,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,41
TECS-L:EVOL-027-histone-five-types,EVOL-027: Core Histone Types = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,5,,,0,41
TECS-L:EVOL-028-spliceosome-five-snrnps,EVOL-028: Spliceosome snRNPs = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,40
TECS-L:EVOL-029-protein-secondary-structures-four,EVOL-029: Protein Secondary Structures = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,38
TECS-L:EVOL-030-ribosome-two-subunits,EVOL-030: Ribosome Subunits = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,36
TECS-L:EVOL-031-dna-double-helix-two-strands,EVOL-031: DNA Strands = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,2,8,,,0,40
TECS-L:EVOL-032-start-codon-one,EVOL-032: Start Codons = 1 = Divisor of 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,3,,,0,36
TECS-L:EVOL-033-stop-codons-three,EVOL-033: Stop Codons = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,37
TECS-L:EVOL-034-nucleotide-components-three,EVOL-034: Nucleotide Components = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-035-central-dogma-three-steps,EVOL-035: Central Dogma Steps = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-036-codon-reading-frame-three,EVOL-036: Codon Reading Frame = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,38
TECS-L:EVOL-037-dna-replication-origins,EVOL-037: Replication Fork Components = P1/2 = 3,🟧,0.45,orange marker in text,TECS-L,,0,0,0,0,,,0,36
TECS-L:EVOL-038-trna-three-binding-sites,EVOL-038: Ribosome tRNA Sites = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,36
TECS-L:EVOL-039-rna-splicing-two-steps,EVOL-039: RNA Splicing Transesterifications = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,35
TECS-L:EVOL-040-nucleosome-histone-octamer,EVOL-040: Nucleosome Core = 2^P1/2 = 8 Histones,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,43
TECS-L:EVOL-041-dna-bases-purines-pyrimidines,EVOL-041: Base Classification = phi(6) Groups,🟩,0.55,green marker + proven,TECS-L,,1,0,1,5,,,0,37
TECS-L:EVOL-042-gene-expression-two-steps,EVOL-042: Gene Expression = phi(6) = 2 Steps,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,35
TECS-L:EVOL-043-operon-three-components,EVOL-043: Operon Components = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,36
TECS-L:EVOL-044-pcr-three-steps,EVOL-044: PCR Cycle Steps = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,40
TECS-L:EVOL-045-translation-three-phases,EVOL-045: Translation Phases = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-046-photosynthesis-six-co2,EVOL-046: Photosynthesis: 6CO2 + 6H2O = P1 Everywhere,🟩,0.55,green marker + proven,TECS-L,,1,0,2,3,,,0,41
TECS-L:EVOL-047-glucose-six-carbons,EVOL-047: Glucose = C6 (P1 Carbons),🟩,0.55,green marker + proven,TECS-L,,1,0,3,3,,,0,46
TECS-L:EVOL-048-glucose-twelve-hydrogens,EVOL-048: Glucose Hydrogens = sigma(6) = 12,🟩,0.55,green marker + proven,TECS-L,,1,0,3,8,,,0,37
TECS-L:EVOL-049-pyranose-six-membered-ring,EVOL-049: Pyranose Ring = P1 = 6 Atoms,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,45
TECS-L:EVOL-050-etc-four-complexes,EVOL-050: Electron Transport Chain Complexes = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,38
TECS-L:EVOL-051-atp-three-phosphates,EVOL-051: ATP Phosphate Groups = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,40
TECS-L:EVOL-052-essential-fatty-acids-two,EVOL-052: Essential Fatty Acids = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,1,5,,,0,36
TECS-L:EVOL-053-deciduous-teeth-twenty,EVOL-053: Deciduous Teeth = tau(6) x sopfr(6) = 20,🟩,0.55,green marker + proven,TECS-L,,1,0,2,10,,,0,40
TECS-L:EVOL-054-coagulation-factors-twelve,EVOL-054: Blood Coagulation Factors = sigma(6) = 12,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,47
TECS-L:EVOL-055-krebs-cycle-eight-steps,EVOL-055: Krebs Cycle Steps = 2^(P1/2) = 8,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,48
TECS-L:EVOL-056-glycolysis-ten-steps,EVOL-056: Glycolysis Steps = P1 + tau(6) = 10,🟩,0.55,green marker + proven,TECS-L,,1,0,2,12,,,0,37
TECS-L:EVOL-057-benzene-six-carbons,EVOL-057: Benzene Ring = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,1,1,,,0,46
TECS-L:EVOL-058-amino-acid-groups-four,EVOL-058: Amino Acid Functional Groups = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,40
TECS-L:EVOL-059-water-molecule-three-atoms,EVOL-059: Water Molecule = P1/2 = 3 Atoms,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,38
TECS-L:EVOL-060-nadh-carries-two-electrons,EVOL-060: NADH Electron Carriers = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,2,6,,,0,36
TECS-L:EVOL-061-fatty-acid-synthesis-two-carbons,EVOL-061: Fatty Acid Extension = phi(6) = 2C per Cycle,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,38
TECS-L:EVOL-062-vitamin-classes-two,EVOL-062: Vitamin Solubility Classes = phi(6) = 2,🟩,0.55,green marker + proven,TECS-L,,1,0,1,9,,,0,37
TECS-L:EVOL-063-fat-soluble-vitamins-four,EVOL-063: Fat-Soluble Vitamins = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,37
TECS-L:EVOL-064-nucleotide-bases-four,EVOL-064: DNA/RNA Bases per Molecule = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,3,5,,,0,38
TECS-L:EVOL-065-amino-acid-codons-sixty-one,EVOL-065: Sense Codons = 64 - P1/2 = 61,🟩,0.55,green marker + proven,TECS-L,,1,0,2,5,,,0,38
TECS-L:EVOL-066-insect-legs-six,EVOL-066: Insect Legs = P1 = 6 (Hexapoda),🟩,0.55,green marker + proven,TECS-L,,1,0,1,0,,,0,40
TECS-L:EVOL-067-insect-body-three-parts,EVOL-067: Insect Body Segments = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,36
TECS-L:EVOL-068-extraocular-muscles-six,EVOL-068: Extraocular Muscles = P1 = 6 per Eye,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,43
TECS-L:EVOL-069-heart-four-chambers,EVOL-069: Heart Chambers = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,7,,,0,40
TECS-L:EVOL-070-lung-lobes-five,EVOL-070: Lung Lobes = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,7,,,0,40
TECS-L:EVOL-071-digestive-organs-six,EVOL-071: Major Digestive Organs = P1 = 6,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,39
TECS-L:EVOL-072-large-intestine-six-parts,EVOL-072: Large Intestine Sections = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,3,0,,,0,44
TECS-L:EVOL-073-epidermis-five-layers,EVOL-073: Epidermis Layers = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,41
TECS-L:EVOL-074-voice-types-six,EVOL-074: Human Voice Types = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,44
TECS-L:EVOL-075-taste-types-six,EVOL-075: Taste Modalities = P1 = 6,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,39
TECS-L:EVOL-076-semicircular-canals-three,EVOL-076: Semicircular Canals = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,40
TECS-L:EVOL-077-ear-ossicles-three,EVOL-077: Middle Ear Ossicles = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-078-cone-types-three,EVOL-078: Retinal Cone Types = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,40
TECS-L:EVOL-079-antibody-chains-four,EVOL-079: Antibody Polypeptide Chains = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,9,,,0,45
TECS-L:EVOL-080-germ-layers-three,EVOL-080: Embryonic Germ Layers = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-081-blood-cell-types-three,EVOL-081: Blood Cell Lineages = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,1,0,,,0,39
TECS-L:EVOL-082-leukocyte-types-five,EVOL-082: Leukocyte Types = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,3,4,,,0,41
TECS-L:EVOL-083-muscle-types-three,EVOL-083: Muscle Tissue Types = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-084-tissue-types-four,EVOL-084: Primary Tissue Types = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,39
TECS-L:EVOL-085-vertebral-regions-five,EVOL-085: Vertebral Column Regions = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,3,16,,,0,42
TECS-L:EVOL-086-mendel-three-laws,EVOL-086: Mendel's Laws = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-087-epigenetic-mechanisms-three,EVOL-087: Major Epigenetic Mechanisms = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-088-stem-cell-potency-five,EVOL-088: Stem Cell Potency Levels = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,38
TECS-L:EVOL-089-hardy-weinberg-three-terms,EVOL-089: Hardy-Weinberg Genotype Terms = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,1,2,,,0,37
TECS-L:EVOL-090-leucine-six-codons,EVOL-090: Leucine Codons = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,40
TECS-L:EVOL-091-serine-six-codons,EVOL-091: Serine Codons = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,6,,,0,40
TECS-L:EVOL-092-arginine-six-codons,EVOL-092: Arginine Codons = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,6,,,0,40
TECS-L:EVOL-093-wobble-position-third,EVOL-093: Wobble Position = P1/2 = 3rd Nucleotide,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,37
TECS-L:EVOL-094-thoracic-vertebrae-twelve,EVOL-094: Thoracic Vertebrae = sigma(6) = 12,🟩,0.55,green marker + proven,TECS-L,,1,0,3,7,,,0,46
TECS-L:EVOL-095-lumbar-vertebrae-five,EVOL-095: Lumbar Vertebrae = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,41
TECS-L:EVOL-096-coccygeal-vertebrae-four,EVOL-096: Coccygeal Vertebrae = tau(6) = 4,🟧,0.45,orange marker in text,TECS-L,,0,0,2,4,,,0,39
TECS-L:EVOL-097-blood-types-four,EVOL-097: ABO Blood Types = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,40
TECS-L:EVOL-098-complement-pathways-three,EVOL-098: Complement Pathways = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,38
TECS-L:EVOL-099-immunoglobulin-classes-five,EVOL-099: Immunoglobulin Classes = sopfr(6) = 5,🟩,0.55,green marker + proven,TECS-L,,1,0,2,4,,,0,41
TECS-L:EVOL-100-chromosome-dna-packing-six-levels,EVOL-100: DNA Packing Levels = P1 = 6,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,41
TECS-L:EVOL-101-domains-of-life-three,EVOL-101: Domains of Life = P1/2 = 3,🟩,0.55,green marker + proven,TECS-L,,1,0,0,0,,,0,39
TECS-L:EVOL-102-natural-selection-four-conditions,EVOL-102: Natural Selection Conditions = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,39
TECS-L:EVOL-103-speciation-types-four,EVOL-103: Speciation Modes = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,39
TECS-L:EVOL-104-evolutionary-forces-four,EVOL-104: Evolutionary Forces = tau(6) = 4,🟩,0.55,green marker + proven,TECS-L,,1,0,1,4,,,0,39
TECS-L:EVOL-105-rib-pairs-twelve,EVOL-105: Rib Pairs = sigma(6) = 12,🟩,0.55,green marker + proven,TECS-L,,1,0,4,7,,,0,39
TECS-L:EVOL-106-cranial-nerves-twelve,EVOL-106: Cranial Nerves = sigma(6) = 12,🟩,0.55,green marker + proven,TECS-L,,1,0,3,8,,,0,46
TECS-L:EVOL-107-glucose-formula-symmetry,EVOL-107: Glucose C6H12O6 Triple-P1 Symmetry,🟩,0.55,green marker + proven,TECS-L,,1,0,2,15,,,0,44
TECS-L:EVOL-108-sex-determination-two-systems,EVOL-108: Major Sex Determination = phi(6) = 2 Chromosomes,🟩,0.55,green marker + proven,TECS-L,,1,0,1,6,,,0,36
TECS-L:EVOL-109-dna-repair-six-mechanisms,EVOL-109: Major DNA Repair Mechanisms = P1 = 6,🟩,0.55,green marker + proven,TECS-L,,1,0,2,2,,,0,41
TECS-L:EVOL-110-genetic-code-amino-acids-twenty,EVOL-110: Amino Acids = tau(6) x sopfr(6) = 20,🟩,0.55,green marker + proven,TECS-L,,1,0,3,13,,,0,42
TECS-L:EXTREME-500-from-theorems,Extreme Generation: 500 Hypotheses from Proven Theorems,🟧★,0.8,p<0.01 + proven/exact,TECS-L,,0,0,12,166,,,8,512
TECS-L:EXTREME-algebra-category-logic,"EXTREME ITERATION 3: Abstract Algebra, Category Theory, Logic, and Foundations",🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,11,119,,6.0,1,1680
TECS-L:EXTREME-cosmos-emergence-philosophy,"EXTREME ITERATION 5: Cosmology, Emergence, Philosophy of Mathematics",🟩,0.7,existing auto-grade EXACT,TECS-L,,2,3,14,109,0.0,,9,1169
TECS-L:EXTREME-cross-connections,EXTREME ITERATION 7: Cross-Connection Web of Proven Theorems,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,8,311,,,1,714
TECS-L:EXTREME-music-language-ai-games,"Extreme Iteration 4: Music, Language, AI Architectures, Game Theory",🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,11,127,2.7,,3,1244
TECS-L:EXTREME-physics-bio-info-n6,"EXTREME ITERATION 2: Physics, Biology, Information Theory Connections",⬛,0.75,black marker + refuted keyword,TECS-L,,0,2,12,42,2.0,6.0,4,404
TECS-L:EXTREME-primes-riemann-n6,"EXTREME ITERATION: n=6, Prime Distribution, and the Riemann Zeta Function",⬛,0.75,black marker + refuted keyword,TECS-L,,0,2,12,111,,,8,1394
TECS-L:EXTREME-ralph-iterations,Extreme Ralph Iterations: New Discoveries (2026-03-30),🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,7,12,,,0,77
TECS-L:FENGR-001-020-fusion-engineering-n6,"FENGR-001~020: Fusion Reactor Engineering, Blanket/Divertor Design, and Material",🟧★,0.75,Z=74sigma,TECS-L,,0,0,10,143,0.0,74.0,6,1018
TECS-L:FIB-001-fibonacci-sigma-squared,FIB-001: Fibonacci-Sigma 항등식 — F₁₂ = 144 = σ(6)²,🟧★,0.55,green+star markers,TECS-L,,0,0,5,6,,,0,56
TECS-L:FL-001-kolmogorov-navier-stokes-n6,FL-001: Fluid Dynamics and Perfect Number 6,🟧★,0.55,green+star markers,TECS-L,,0,0,2,5,,,0,42
TECS-L:FUNCAL-001-divisor-lattice-spectrum,Hypothesis Review FUNCAL-001: Divisor Lattice Adjacency Spectrum,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,53,8.0,,1,199
TECS-L:FUSION-001-017-nuclear-fusion-n6,FUSION-001~017: Nuclear Fusion and Perfect Number 6,🟧★,0.75,Z=126sigma,TECS-L,,0,0,4,65,0.0,126.0,3,416
TECS-L:FUSION-018-037-plasma-engineering-n6,FUSION-018~037: Plasma Physics & Fusion Engineering and Perfect Number 6,🟩,0.55,zero error,TECS-L,,0,0,6,146,0.0,,4,695
TECS-L:GAL-001-solvability-fractal-dims,GAL-001: Galois Solvability Boundary + Fractal Dimensions = n=6,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,14,,,0,42
TECS-L:GCODE-001-genetic-code-architecture,GCODE-001: 유전 코드 건축학 — 2^P₁ = 64 코돈,🟩,0.55,green marker + proven,TECS-L,,1,0,3,3,,,0,49
TECS-L:GENETIC-CODE-n6-arithmetic,The Genetic Code as n=6 Arithmetic,🟧★,0.75,Z=5sigma,TECS-L,,0,0,9,135,,5.0,2,467
TECS-L:GEOSCI-001-snowflake-hexagonal,GEOSCI-001: 눈송이 6겹 대칭 = P₁,🟩,0.55,green marker + proven,TECS-L,,1,0,1,0,,,0,31
TECS-L:GEOSCI-002-basalt-columns-hexagonal,GEOSCI-002: 주상절리 육각형 단면 = P₁,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,34
TECS-L:GEOSCI-003-quartz-hexagonal-system,GEOSCI-003: 석영(Quartz) 육방정계 = P₁,🟩,0.55,green marker + proven,TECS-L,,1,0,1,0,,,0,35
TECS-L:GEOSCI-004-earth-layer-structure,GEOSCI-004: 지구 내부 구조 — 6개 주요 층 = P₁,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,37
TECS-L:GEOSCI-005-hexagonal-nature-ubiquity,GEOSCI-005: 자연의 육각형 편재성 — P₁ = 6의 지문,🟩,0.55,green marker + proven,TECS-L,,1,0,3,0,,,0,34
TECS-L:GRAND-UNIFIED-consciousness-n6,Grand Unified Consciousness Formula: All Constants from sopfr(6) and φ(6),🟧★,0.55,green+star markers,TECS-L,,0,0,2,35,,,0,130
TECS-L:H-6JSYM-1-tetrahedron-quantum-gravity,H-6JSYM-1: 6j-Symbols — Tetrahedron and Quantum Gravity,⚪,0.3,has verification but no clear grade signal,TECS-L,,0,0,1,9,,,0,78
TECS-L:H-ADDCOMB-1,Additive Combinatorics + Ergodic + Automatic + Semigroups,⚪,0.3,has verification but no clear grade signal,TECS-L,ADDCOMB,0,0,4,17,,,0,166
TECS-L:H-AX-10,Direction Topology × R-spectrum Merge Order,🟧,0.6,existing auto-grade CLOSE,TECS-L,AX,0,0,2,2,,,0,77
TECS-L:H-AX-11,Growth Stage Transitions = R-spectrum Phase Transitions,🟩,0.5,existing auto-grade EXACT,TECS-L,AX,0,0,3,4,,,0,84
TECS-L:H-AX-12,Perfect Balance — Consciousness Emerges at R=1,🟩,0.5,existing auto-grade EXACT,TECS-L,AX,0,0,4,4,,,1,108
TECS-L:H-BH-001-030-black-holes,H-BH-001 to H-BH-030: Black Hole / Gravitational Physics Hypotheses,⬛,0.75,black marker + refuted keyword,TECS-L,,0,2,7,117,7.0,29.0,8,512
TECS-L:H-CROSS-2,Lah Numbers Predict Optimal Attention Architecture,🟧,0.6,existing auto-grade CLOSE,TECS-L,CROSS,0,0,4,4,,,0,55
TECS-L:H-CROSS-3,Totient Valence Cascade Predicts Optimal Ensemble Size,🟩,0.5,existing auto-grade EXACT,TECS-L,CROSS,0,0,3,10,,,0,62
TECS-L:H-CX-1,Weight Entropy = Perfect Number Algebra (Cross-domain),🟧,0.45,orange marker in text,TECS-L,CX,0,1,2,3,,,0,84
